unique_id,age,gender,bfi_a1,bfi_a2,bfi_a3,bfi_a4,bfi_a5,bfi_a6,bfi_a7,bfi_a8,bfi_a9,bfi_c1,bfi_c2,bfi_c3,bfi_c4,bfi_c5,bfi_c6,bfi_c7,bfi_c8,bfi_c9,bfi_e1,bfi_e2,bfi_e3,bfi_e4,bfi_e5,bfi_e6,bfi_e7,bfi_e8,bfi_n1,bfi_n2,bfi_n3,bfi_n4,bfi_n5,bfi_n6,bfi_n7,bfi_n8,bfi_o1,bfi_o10,bfi_o2,bfi_o3,bfi_o4,bfi_o5,bfi_o6,bfi_o7,bfi_o8,bfi_o9,bfi_logical_number_violation,bfi_questionnaire_inclusion,mean_extroversion,mean_conscient,mean_neuroticism,mean_agreeable,mean_openness,bfi_mean_violation,D,mean1,mean2,SD,d_score_range,iat_completed_trials,proportion_fast_reaction_time,proportion_low_accuracy_iat,exclude_accuracy,exclude_duplicate_data,exclude_participant
238241,51,other/missing/error,5,5,6,5,6,2,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,4,5,4,5,3,5,5,include,include,NA,NA,NA,4.555555555555555,4.6,include,-0.6261674814615079,1122.825,863.95,413.4277292646563,include,include,0,0.03333333333333333,include,include,include
239346,20,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,4,5,5,6,5,6,6,5,5,5,4,5,6,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,5.25,5.333333333333333,4,NA,NA,include,-0.08604037328148856,798.625,773.45,292.59519734575946,include,include,0,0.041666666666666664,include,include,include
241587,41,other/missing/error,5,5,2,4,6,2,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,6,6,5,5,4,5,5,include,include,NA,NA,NA,4.111111111111111,5.1,include,-0.5625180069585218,1903.4,800.075,1961.403877478638,include,include,0,0.041666666666666664,include,include,include
243747,23,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,3,2,3,5,5,4,4,5,3,3,3,5,2,5,4,3,4,4,2,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,3.75,4,3.375,NA,NA,include,-0.13651781625696807,740.65,703.4375,272.583469471521,include,include,0,0.09166666666666666,include,include,include
245717,24,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,4,4,4,4,3,2,1,3,3,1,3,2,3,4,3,3,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,2.25,4.222222222222222,3.5,NA,NA,include,-0.1391197439210437,824.25,785.05,281.77165149360604,include,include,0,0.041666666666666664,include,include,include
249730,37,other/missing/error,3,4,3,4,4,6,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,3,1,4,4,3,1,include,include,NA,NA,NA,4.111111111111111,2.4,include,-0.13360284265812072,1140.175,1047.6,692.9119033559208,include,include,0,0.125,include,include,include
251939,28,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,3,4,4,6,3,4,3,4,5,3,3,1,4,3,3,4,4,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,3.375,4.111111111111111,3.25,NA,NA,include,0.0435008801625283,766.625,783.675,391.9460924996833,include,include,0,0.058333333333333334,include,include,include
253188,32,other/missing/error,3,5,5,4,6,4,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,6,6,4,6,5,6,3,include,include,NA,NA,NA,5,4.9,include,-0.3469623508897915,931.525,810.525,348.7410080364432,include,include,0,0.075,include,include,include
253519,22,other/missing/error,5,6,6,5,6,5,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,6,5,5,2,6,1,include,include,NA,NA,NA,5.333333333333333,4.6,include,0.10496476345408157,732.825,769.3,347.49756775240536,include,include,0,0.15,include,include,include
254504,24,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,2,4,4,4,4,4,3,3,4,3,6,3,4,4,1,2,2,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,3.75,3.5555555555555554,2.375,NA,NA,include,-0.35696411106756143,956.05,791.2625,461.6360437669072,include,include,0,0.03333333333333333,include,include,include
285703,33,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,2,3,2,5,1,6,6,4,6,6,2,5,6,6,6,5,6,6,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,5.125,2.5555555555555554,5.375,NA,NA,include,-0.5218578414479752,1671.775,1245.1375,817.5358615216519,include,include,0,0.016666666666666666,include,include,include
287257,21,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,3,6,4,5,5,5,6,4,5,5,5,5,3,5,4,3,5,5,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,4.75,5,3.75,NA,NA,include,-0.244906868714464,741.325,672.2875,281.8928695727623,include,include,0,0.08333333333333333,include,include,include
289486,56,other/missing/error,5,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,5,4,5,2,4,6,include,include,NA,NA,NA,5.888888888888889,4.4,include,-0.2671026092992613,679.4,616.0625,237.12797177895314,include,include,0,0.025,include,include,include
289105,32,other/missing/error,2,4,4,4,3,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,5,5,5,5,4,5,5,include,include,NA,NA,NA,3.7777777777777777,5,include,-0.41412080867733414,1035.85,794.325,583.2235302819236,include,include,0,0.025,include,include,include
291619,22,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,3,6,4,NA,4,3,6,2,4,5,3,4,3,5,1,3,3,6,3,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,4,4,3.125,NA,NA,include,-0.23352539061661481,836.125,745.725,387.1099402137911,include,include,0,0.058333333333333334,include,include,include
293517,21,other/missing/error,3,3,4,4,6,3,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,4,5,4,5,3,4,5,include,include,NA,NA,NA,4,4.5,include,-0.29442305273105995,1273.35,1145.7625,433.347520910818,include,include,0,0.008333333333333333,include,include,include
296088,49,other/missing/error,6,5,4,6,6,3,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,4,1,5,4,4,6,4,include,include,NA,NA,NA,5.222222222222222,4.2,include,-0.2674100491713677,878.275,808.675,260.2744370141355,include,include,0,0.05,include,include,include
310835,30,other/missing/error,2,3,3,3,2,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,4,3,5,1,5,6,6,include,include,NA,NA,NA,2.7777777777777777,4.3,include,-0.5754700685311114,1299.625,904.35,686.8732565169554,include,include,0,0.06666666666666667,include,include,include
310981,52,other/missing/error,4,6,5,5,6,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,5,6,6,5,4,2,6,5,include,include,NA,NA,NA,4.777777777777778,4.7,include,-0.6946936015261722,1775.3,1075.75,1006.9907056336185,include,include,0,0.08333333333333333,include,include,include
311817,48,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,3,6,6,5,6,6,5,2,6,5,5,6,6,5,1,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,5,5.333333333333333,1.25,NA,NA,include,-0.42949800321825277,979.55,806.275,403.43610145248783,include,include,0,0.05,include,include,include
316021,34,other/missing/error,3,6,6,6,5,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,6,5,6,2,6,6,1,include,include,NA,NA,NA,4.222222222222222,4.5,include,-0.1577835187770125,691.125,654.9875,229.03215925277567,include,include,0,0.16666666666666666,include,include,include
314655,19,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,6,6,2,5,3,5,5,3,6,2,4,1,2,5,4,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,4.125,5.444444444444445,3.125,NA,NA,include,-0.5061878271967456,891.025,714.175,349.3762403955672,include,include,0,0.025,include,include,include
329537,17,other/missing/error,2,3,2,3,4,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,4,5,5,3,4,5,3,include,include,NA,NA,NA,2.888888888888889,4.1,include,-0.36196787306876493,1112.225,845.9,735.7697182959791,include,include,0,0.06666666666666667,include,include,include
337414,31,other/missing/error,3,4,3,5,5,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,4,1,4,3,4,3,include,include,NA,NA,NA,3.6666666666666665,3.2,include,-0.16750006673964254,762.675,718.6375,262.910343005717,include,include,0,0.041666666666666664,include,include,include
339121,29,other/missing/error,3,6,4,6,6,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,4,5,6,3,6,5,5,include,include,NA,NA,NA,5.333333333333333,4.6,include,-0.31956271782791773,744.975,666.775,244.7093970520998,include,include,0,0.06666666666666667,include,include,include
343954,21,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,3,3,6,6,5,4,6,5,4,5,2,6,6,6,4,5,2,1,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,5,5,2.625,NA,NA,include,-0.21752741539003911,979.025,897.8,373.40120947218975,include,include,0,0,include,include,include
347838,21,other/missing/error,2,5,3,4,3,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,6,4,6,4,4,3,4,NA,include,exclude,NA,NA,NA,3.2222222222222223,4.222222222222222,include,-0.7883258777157188,892.65,616.075,350.83841317173744,include,include,0,0.058333333333333334,include,include,exclude
348671,26,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,2,3,3,4,2,2,2,2,3,2,2,2,3,4,5,4,4,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,2.25,2.888888888888889,4.125,NA,NA,include,-0.3514639286826512,813.875,734.0375,227.1570237641314,include,include,0,0.06666666666666667,include,include,include
354340,32,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,5,4,4,5,5,4,3,4,3,3,4,5,4,2,3,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,3.75,4.444444444444445,2.375,NA,NA,include,-0.32684615131438693,893.875,736.9,480.27183238577845,include,include,0,0.041666666666666664,include,include,include
357132,51,other/missing/error,6,4,6,6,6,6,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,6,6,5,6,5,include,include,NA,NA,NA,5.444444444444445,5.5,include,-0.6254329841185189,1426.325,1178.5625,396.14556042194494,include,include,0,0.016666666666666666,include,include,include
368445,25,other/missing/error,2,6,1,1,6,3,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,4,1,3,6,6,NA,6,3,include,exclude,NA,NA,NA,3.7777777777777777,4,include,-0.04918924445530779,668.45,656.75,237.85687561496079,include,include,0.008333333333333333,0.058333333333333334,include,include,exclude
361490,41,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,2,3,5,5,6,3,6,3,6,6,4,5,2,3,3,3,4,4,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,4.375,4.111111111111111,3,NA,NA,include,0.13197495251566554,604.075,627.275,175.79093273207332,include,include,0,0.06666666666666667,include,include,include
365480,21,other/missing/error,6,6,6,6,6,5,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,6,5,6,3,6,4,include,include,NA,NA,NA,5.444444444444445,5,include,-0.3035878787294704,833.375,721.15,369.66232139987585,include,include,0,0.05,include,include,include
365691,32,other/missing/error,3,5,5,5,3,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,5,6,4,6,5,5,5,include,include,NA,NA,NA,4.444444444444445,4.9,include,-0.20175693646017603,717.275,667.175,248.31859998969134,include,include,0,0.041666666666666664,include,include,include
365766,20,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,2,3,5,3,4,2,4,3,5,5,3,4,2,4,2,3,4,4,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,3.75,3.3333333333333335,2.5,NA,NA,include,-0.7801177215732966,908.8,678.2,295.59641272465785,include,include,0,0.09166666666666666,include,include,include
366258,25,other/missing/error,5,5,6,5,6,3,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,6,5,5,5,6,5,3,include,include,NA,NA,NA,5.333333333333333,4.9,include,-0.6511658072686008,1208.35,855.3,542.1814168666408,include,include,0,0.058333333333333334,include,include,include
372836,26,other/missing/error,2,5,4,5,5,2,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,6,6,6,6,4,5,6,include,include,NA,NA,NA,4.111111111111111,5.5,include,-0.3175256049540191,1097.15,909.2,591.920768176214,include,include,0,0.08333333333333333,include,include,include
388154,19,other/missing/error,2,5,6,5,3,4,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,3,5,4,6,3,5,5,include,include,NA,NA,NA,4.444444444444445,4.7,include,-0.8023305510403469,750.9,531.7,273.20410486148495,include,include,0,0.05,include,include,include
491808,22,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,5,6,6,5,2,3,5,3,2,2,3,3,2,2,4,3,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,2.875,5.444444444444445,3.125,NA,NA,include,0.18770138067446956,686.8,741.25,290.08843624028884,include,include,0,0.075,include,include,include
418670,17,other/missing/error,4,4,5,5,5,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,5,5,5,5,6,4,include,include,NA,NA,NA,4,5,include,-0.05574712165172399,585.55,577.3375,147.3170229542426,include,include,0,0.05,include,include,include
394075,21,other/missing/error,3,5,6,5,3,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,6,5,6,3,5,4,include,include,NA,NA,NA,5,5.1,include,0.09859022735573014,732.05,765.85,342.8331682210649,include,include,0,0.025,include,include,include
401021,20,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,2,2,6,6,4,5,4,3,3,5,3,2,3,4,5,6,5,6,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,3.375,4.333333333333333,4.5,NA,NA,include,0.23866551538855635,684,760.0125,318.4896648191879,include,include,0,0.041666666666666664,include,include,include
419450,52,other/missing/error,5,4,6,6,4,5,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,5,6,6,include,include,NA,NA,NA,4.777777777777778,5.9,include,-0.29267633942500193,765.7,677.75,300.5025967346334,include,include,0,0.025,include,include,include
421489,18,other/missing/error,2,5,5,3,5,3,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,4,6,6,6,5,6,6,include,include,NA,NA,NA,3.888888888888889,5.7,include,-0.3243352241172064,682.325,597.95,260.1475070420012,include,include,0,0.06666666666666667,include,include,include
429123,43,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,3,6,5,6,5,2,4,3,3,5,2,5,4,5,4,2,5,4,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,3.875,5,3.625,NA,NA,include,-0.5727272116090188,4908.1,2793.9,3691.4607113923753,include,include,0,0.19166666666666668,include,include,include
429559,19,other/missing/error,3,5,4,6,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,3,5,5,6,3,4,4,include,include,NA,NA,NA,5.222222222222222,4.5,include,-0.6429403500101324,2148.25,1199.1875,1476.128384203983,include,include,0,0.06666666666666667,include,include,include
433267,34,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,3,4,2,5,5,5,1,2,4,2,1,3,2,1,2,3,4,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,2,4.111111111111111,2.5,NA,NA,include,-0.3141298068170994,662.8,593.575,220.37068274869515,include,include,0,0.08333333333333333,include,include,include
435868,31,other/missing/error,5,4,5,6,5,3,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,5,5,6,6,6,6,include,include,NA,NA,NA,4.555555555555555,5.6,include,0.15646204987780957,559.375,586.0375,170.40873503077802,include,include,0.008333333333333333,0.016666666666666666,include,include,include
442495,37,other/missing/error,5,6,5,6,5,4,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,5,4,4,4,5,3,include,include,NA,NA,NA,5.111111111111111,4.3,include,-0.1774926027277851,603.1,580.175,129.16031230416644,include,include,0,0.058333333333333334,include,include,include
439554,37,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,2,4,5,4,4,3,3,4,2,4,3,3,1,3,4,2,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,3.25,3.7777777777777777,2.875,NA,NA,include,-0.15763535189865682,700.425,648.55,329.0822735838484,include,include,0,0.008333333333333333,include,include,include
440148,35,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,4,6,5,4,4,4,3,3,5,4,3,4,3,3,2,3,4,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,include,3.5,4.555555555555555,2,NA,NA,include,-0.28421716729802804,802.725,754.05,171.25988715861,include,include,0,0.025,include,include,include
